glytoucan_ac,byonic,name_source,composition,mass
G95918HA,HexNAc(8)Hex(9)dHex(1)NeuAc(1) % 3538.27428255,G76733PY,HexNAc(8)Hex(9)dHex(1)NeuAc(1),3538.27428255
G95919TI,HexNAc(5)Hex(6)dHex(3) % 2443.89809534,G41126SR,HexNAc(5)Hex(6)dHex(3),2443.89809534
G95920VT,HexNAc(5)Hex(6)dHex(2) % 2297.84018646,G66933CM,HexNAc(5)Hex(6)dHex(2),2297.84018646
G95924JX,HexNAc(5)Hex(6)NeuAc(3) % 2879.01061863,G06247RL,HexNAc(5)Hex(6)NeuAc(3),2879.01061863
G95925JP,HexNAc(3)Hex(5) % 1437.51280002,G39446WN,HexNAc(3)Hex(5),1437.51280002
G95925VF,HexNAc(6)Hex(5)dHex(3) % 2484.92464444,G48053DU,HexNAc(6)Hex(5)dHex(3),2484.92464444
G95926NR,HexNAc(6)Hex(4)dHex(1) % 2030.7560032,G56610MH,HexNAc(6)Hex(4)dHex(1),2030.7560032
G95930DL,HexNAc(4)Hex(5)dHex(1) % 1786.65008149,G83555HU,HexNAc(4)Hex(5)dHex(1),1786.65008149
G95932VM,HexNAc(1)Hex(2)NeuAc(2) % 1127.38641757,G37092BG,HexNAc(1)Hex(2)NeuAc(2),1127.38641757
G95937IF,HexNAc(4)Hex(4)dHex(1)NeuAc(1) % 1915.69267463,G54600FO,HexNAc(4)Hex(4)dHex(1)NeuAc(1),1915.69267463
G95938CO,HexNAc(5)Hex(6)dHex(1)NeuAc(1) % 2442.87769423,G86752LQ,HexNAc(5)Hex(6)dHex(1)NeuAc(1),2442.87769423
G95938SI,HexNAc(5)Hex(4) % 1681.61872173,G72790NZ,HexNAc(5)Hex(4),1681.61872173
G95940WS,HexNAc(6)Hex(3)Sulpho(2) % 1882.55890001,G42817NX,HexNAc(6)Hex(3)Sulpho(2),1882.55890001
G95944DG,HexNAc(2)Hex(4)dHex(1)NeuAc(1) % 1509.53392942,G39916IH,HexNAc(2)Hex(4)dHex(1)NeuAc(1),1509.53392942
G95944OM,HexNAc(6)Hex(6)dHex(1)NeuAc(2) % 2937.05248347,G98596OT,HexNAc(6)Hex(6)dHex(1)NeuAc(2),2937.05248347
G95944RA,HexNAc(4)Hex(6)NeuGc(1) % 2109.73532738,G60875AH,HexNAc(4)Hex(6)NeuGc(1),2109.73532738
G95951LZ,HexNAc(3)Hex(6) % 1599.56562352,G28541PG,HexNAc(3)Hex(6),1599.56562352
G95952SF,HexNAc(6)Hex(7)dHex(1)NeuAc(4) % 3681.29614024,G95678HJ,HexNAc(6)Hex(7)dHex(1)NeuAc(4),3681.29614024
G95952ST,HexNAc(4)Hex(5)dHex(1)NeuAc(2) % 2368.84091476,G88374WZ,HexNAc(4)Hex(5)dHex(1)NeuAc(2),2368.84091476
G95954AM,HexNAc(1)Hex(4) % 869.301231305,G15666IG,HexNAc(1)Hex(4),869.301231305
G95954OW,HexNAc(1)Hex(4)dHex(1) % 1015.35914017,G25928EE,HexNAc(1)Hex(4)dHex(1),1015.35914017
G95956LB,HexNAc(6)Hex(7)dHex(1)NeuGc(1) % 2824.00480496,G27125QD,HexNAc(6)Hex(7)dHex(1)NeuGc(1),2824.00480496
G95956WE,HexNAc(3)Hex(5) % 1437.51280002,G39446WN,HexNAc(3)Hex(5),1437.51280002
G95960IL,HexNAc(4)Hex(6)NeuAc(3) % 2675.93124602,G98457BU,HexNAc(4)Hex(6)NeuAc(3),2675.93124602
G95961OC,HexNAc(4)Hex(3)dHex(1) % 1462.54443449,G25987BV,HexNAc(4)Hex(3)dHex(1),1462.54443449
G95963DM,HexNAc(2)Hex(7) % 1558.53907441,G31852PQ,HexNAc(2)Hex(7),1558.53907441
G95963UH,HexNAc(2)Hex(2)dHex(1)NeuAc(1) % 1185.42828242,G75365RL,HexNAc(2)Hex(2)dHex(1)NeuAc(1),1185.42828242
G95969MO,HexNAc(1)Hex(4)NeuAc(1) % 1160.39664794,G11239ZB,HexNAc(1)Hex(4)NeuAc(1),1160.39664794
G95971HW,HexNAc(1)Hex(3) % 707.248407805,G08590QR,HexNAc(1)Hex(3),707.248407805
G95977AE,HexNAc(5)Hex(4)dHex(2)NeuAc(1) % 2264.8299561,G70087PV,HexNAc(5)Hex(4)dHex(2)NeuAc(1),2264.8299561
G95977IE,HexNAc(9)Hex(6)dHex(1) % 2964.09976801,G12772RI,HexNAc(9)Hex(6)dHex(1),2964.09976801
G95978MK,HexNAc(3)Hex(4) % 1275.45997652,G57776ZU,HexNAc(3)Hex(4),1275.45997652
G95984JN,HexNAc(3)Hex(4)dHex(1)NeuAc(1) % 1712.61330202,G72791KH,HexNAc(3)Hex(4)dHex(1)NeuAc(1),1712.61330202
G95985ID,HexNAc(4)Hex(5)NeuAc(1) % 1931.68758926,G59626AS,HexNAc(4)Hex(5)NeuAc(1),1931.68758926
G95986XI,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G95987NH,Hex(2) % 342.1162117,G90627TW,Hex(2),342.1162117
G95989NQ,HexNAc(4)Hex(4)dHex(1)NeuAc(1) % 1915.69267463,G54600FO,HexNAc(4)Hex(4)dHex(1)NeuAc(1),1915.69267463
G95990QC,HexNAc(2)Hex(2)dHex(1) % 894.33286578,G93579XB,HexNAc(2)Hex(2)dHex(1),894.33286578
G95994EE,HexNAc(5)Hex(8)dHex(1) % 2475.8879246,G60743GT,HexNAc(5)Hex(8)dHex(1),2475.8879246
G95994QZ,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
G95995BI,HexNAc(2)Hex(7)Phospho(2) % 1718.47173626,G95995BI,HexNAc(2)Hex(7)Phospho(2),1718.47173626
G95997CK,HexNAc(5)Hex(4)dHex(2)NeuAc(1) % 2264.8299561,G70087PV,HexNAc(5)Hex(4)dHex(2)NeuAc(1),2264.8299561
G95997LR,HexNAc(5)Hex(6)dHex(1)NeuAc(3) % 3025.0685275,G94917XT,HexNAc(5)Hex(6)dHex(1)NeuAc(3),3025.0685275
G95998QK,HexNAc(6)Hex(5)dHex(1) % 2192.8088267,G69364JQ,HexNAc(6)Hex(5)dHex(1),2192.8088267
G96002QE,HexNAc(7)Hex(7)dHex(2) % 2866.05175517,G96002QE,HexNAc(7)Hex(7)dHex(2),2866.05175517
G96004HC,HexNAc(5)Hex(6)NeuAc(1) % 2296.81978536,G40926MX,HexNAc(5)Hex(6)NeuAc(1),2296.81978536
G96005AY,HexNAc(4)Hex(6)dHex(1)NeuAc(1) % 2239.79832162,G15038BD,HexNAc(4)Hex(6)dHex(1)NeuAc(1),2239.79832162
G96010FG,HexNAc(4)Hex(6)dHex(2) % 2094.76081386,G16175ZV,HexNAc(4)Hex(6)dHex(2),2094.76081386
G96010OZ,HexNAc(4)Hex(6)dHex(3)NeuAc(1) % 2531.91413937,G61466PB,HexNAc(4)Hex(6)dHex(3)NeuAc(1),2531.91413937
G96014TN,HexNAc(5)Hex(4) % 1681.61872173,G72790NZ,HexNAc(5)Hex(4),1681.61872173
G96017MT,HexNAc(2)Hex(4) % 1072.38060391,G92050GC,HexNAc(2)Hex(4),1072.38060391
G96017QA,HexNAc(2)Hex(2) % 748.27495691,G53434XO,HexNAc(2)Hex(2),748.27495691
G96018DP,HexNAc(1)Hex(1)dHex(1)NeuAc(1) % 820.29608631,G98896IU,HexNAc(1)Hex(1)dHex(1)NeuAc(1),820.29608631
G96018FK,Hex(1)dHex(1) % 326.12129707,G08453HV,Hex(1)dHex(1),326.12129707
G96021CD,HexNAc(3)Hex(7)dHex(2) % 2053.73426475,G31016RR,HexNAc(3)Hex(7)dHex(2),2053.73426475
G96024GG,HexNAc(2)Hex(9) % 1882.64472141,G80920RR,HexNAc(2)Hex(9),1882.64472141
G96026RC,HexNAc(5)Hex(7)NeuAc(2) % 2749.96802549,G05609XV,HexNAc(5)Hex(7)NeuAc(2),2749.96802549
G96026WI,HexNAc(1)Hex(11) % 2003.67099581,G29807WF,HexNAc(1)Hex(11),2003.67099581
G96038NV,HexNAc(6)Hex(4)NeuAc(5) % 3340.17517751,G96038NV,HexNAc(6)Hex(4)NeuAc(5),3340.17517751
G96040ZJ,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G96044KA,HexNAc(1)Hex(3)dHex(1) % 853.306316675,G54630CD,HexNAc(1)Hex(3)dHex(1),853.306316675
G96044TK,Hex(2) % 342.1162117,G90627TW,Hex(2),342.1162117
G96057TO,HexNAc(1)Hex(1)dHex(1) % 529.200669675,G54129SE,HexNAc(1)Hex(1)dHex(1),529.200669675
G96060LN,HexNAc(5)Hex(5)dHex(2) % 2135.78736296,G29651HS,HexNAc(5)Hex(5)dHex(2),2135.78736296
G96060VZ,HexNAc(5)Hex(5) % 1843.67154523,G65184UU,HexNAc(5)Hex(5),1843.67154523
G96062TQ,HexNAc(2)Hex(6) % 1396.48625091,G41247ZX,HexNAc(2)Hex(6),1396.48625091
G96063MG,HexNAc(5)Hex(4) % 1681.61872173,G72790NZ,HexNAc(5)Hex(4),1681.61872173
G96066GB,HexNAc(4)Hex(5)dHex(2)NeuAc(1) % 2223.80340699,G47737VJ,HexNAc(4)Hex(5)dHex(2)NeuAc(1),2223.80340699
G96066HD,HexNAc(3)Hex(1)dHex(1) % 935.359414885,G21259PI,HexNAc(3)Hex(1)dHex(1),935.359414885
G96071MW,HexNAc(1)Hex(9) % 1679.5653488,G45703RF,HexNAc(1)Hex(9),1679.5653488
G96074CQ,HexNAc(2)Hex(4)dHex(1) % 1218.43851278,G82364UA,HexNAc(2)Hex(4)dHex(1),1218.43851278
G96076VR,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G96077XS,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G96079CK,HexNAc(3)Hex(3)dHex(2)NeuAc(2) % 1987.71380402,G09912GB,HexNAc(3)Hex(3)dHex(2)NeuAc(2),1987.71380402
G96079KC,HexNAc(6)Hex(6)dHex(1) % 2354.8616502,G80735OA,HexNAc(6)Hex(6)dHex(1),2354.8616502
G96079QX,HexNAc(5)Hex(4)dHex(2)NeuAc(1) % 2264.8299561,G70087PV,HexNAc(5)Hex(4)dHex(2)NeuAc(1),2264.8299561
G96081GH,HexNAc(7)Hex(6)dHex(1)NeuAc(4) % 3722.32268935,G14926RK,HexNAc(7)Hex(6)dHex(1)NeuAc(4),3722.32268935
G96084VH,HexNAc(5)Hex(6)dHex(1)NeuGc(3) % 3073.05327139,G92471WM,HexNAc(5)Hex(6)dHex(1)NeuGc(3),3073.05327139
G96088RV,Hex(6) % 990.3275057,G32030CB,Hex(6),990.3275057
G96091LW,HexNAc(6)Hex(5) % 2046.75091783,G43769HG,HexNAc(6)Hex(5),2046.75091783
G96091TT,HexNAc(3)Hex(6)dHex(1)NeuAc(1) % 2036.71894902,G09528DL,HexNAc(3)Hex(6)dHex(1)NeuAc(1),2036.71894902
G96092AR,HexNAc(5)Hex(4)dHex(1)NeuAc(2) % 2409.86746386,G95835XS,HexNAc(5)Hex(4)dHex(1)NeuAc(2),2409.86746386
G96095CO,HexNAc(1)Hex(3)dHex(1) % 853.306316675,G54630CD,HexNAc(1)Hex(3)dHex(1),853.306316675
G96095QD,HexNAc(4)Hex(5)dHex(1)NeuAc(1) % 2077.74549812,G08293MJ,HexNAc(4)Hex(5)dHex(1)NeuAc(1),2077.74549812
G96099JL,HexNAc(3)Hex(1)Sulpho(1) % 869.258320605,G53657ER,HexNAc(3)Hex(1)Sulpho(1),869.258320605
G96099NX,HexNAc(2)Hex(3)dHex(1) % 1056.38568928,G20956ZV,HexNAc(2)Hex(3)dHex(1),1056.38568928
G96099ZT,HexNAc(5)Hex(4)dHex(1)NeuAc(2) % 2409.86746386,G95835XS,HexNAc(5)Hex(4)dHex(1)NeuAc(2),2409.86746386
G96103YI,HexNAc(4)Hex(3)dHex(1)Sulpho(1) % 1542.50124908,G54168YD,HexNAc(4)Hex(3)dHex(1)Sulpho(1),1542.50124908
G96104TD,HexNAc(4)Hex(4)dHex(2)NeuAc(1) % 2061.75058349,G40664HB,HexNAc(4)Hex(4)dHex(2)NeuAc(1),2061.75058349
G96104VY,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G96107WD,HexNAc(2)Hex(2)NeuAc(1) % 1039.37037354,G77513SG,HexNAc(2)Hex(2)NeuAc(1),1039.37037354
G96108PJ,HexNAc(3)Hex(3) % 1113.40715301,G57317CE,HexNAc(3)Hex(3),1113.40715301
G96110QB,HexNAc(5)Hex(4)dHex(1)NeuAc(1) % 2118.77204723,G44953PJ,HexNAc(5)Hex(4)dHex(1)NeuAc(1),2118.77204723
G96113SZ,HexNAc(4)Hex(5)dHex(2) % 1932.70799036,G60923RB,HexNAc(4)Hex(5)dHex(2),1932.70799036
G96116SQ,Hex(7) % 1152.3803292,G55913GS,Hex(7),1152.3803292
G96116TA,HexNAc(1)Hex(1)NeuAc(1) % 674.23817744,G17015OC,HexNAc(1)Hex(1)NeuAc(1),674.23817744
G96119TZ,HexNAc(2)Hex(2)Sulpho(1) % 828.2317715,G66863RH,HexNAc(2)Hex(2)Sulpho(1),828.2317715
G96121VB,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G96122EU,HexNAc(2)Hex(4)dHex(1) % 1218.43851278,G82364UA,HexNAc(2)Hex(4)dHex(1),1218.43851278
G96122UB,HexNAc(4)Hex(4)NeuAc(1) % 1769.63476575,G45504EY,HexNAc(4)Hex(4)NeuAc(1),1769.63476575
G96123DT,HexNAc(2)Hex(1)dHex(1) % 732.28004228,G94583DZ,HexNAc(2)Hex(1)dHex(1),732.28004228
G96125BN,HexNAc(3)Hex(5)dHex(2)NeuAc(1) % 2020.72403439,G35235RT,HexNAc(3)Hex(5)dHex(2)NeuAc(1),2020.72403439
G96128GD,HexNAc(1)Hex(2)Sulpho(1) % 625.152398895,G06932DR,HexNAc(1)Hex(2)Sulpho(1),625.152398895
G96129XT,HexNAc(6)Hex(7) % 2370.85656483,G43669FQ,HexNAc(6)Hex(7),2370.85656483
G96130FF,HexNAc(5)Hex(7) % 2167.77719222,G14368ET,HexNAc(5)Hex(7),2167.77719222
G96133SC,HexNAc(6)Hex(4)dHex(1) % 2030.7560032,G56610MH,HexNAc(6)Hex(4)dHex(1),2030.7560032
G96137MF,HexNAc(6)Hex(6)dHex(1) % 2354.8616502,G80735OA,HexNAc(6)Hex(6)dHex(1),2354.8616502
G96137SX,HexNAc(4)Hex(5)dHex(1) % 1786.65008149,G83555HU,HexNAc(4)Hex(5)dHex(1),1786.65008149
G96138RA,HexNAc(1)Hex(3)dHex(1) % 853.306316675,G54630CD,HexNAc(1)Hex(3)dHex(1),853.306316675
G96140ZQ,HexNAc(5)Hex(3)dHex(1) % 1665.6238071,G88725PI,HexNAc(5)Hex(3)dHex(1),1665.6238071
G96141FI,Hex(7) % 1152.3803292,G55913GS,Hex(7),1152.3803292
G96142QQ,HexNAc(3)Hex(1)dHex(1) % 935.359414885,G21259PI,HexNAc(3)Hex(1)dHex(1),935.359414885
G96142VH,HexNAc(2)Hex(5) % 1234.43342741,G02815KT,HexNAc(2)Hex(5),1234.43342741
G96143IM,HexNAc(4)Hex(5)dHex(1)NeuAc(2) % 2368.84091476,G88374WZ,HexNAc(4)Hex(5)dHex(1)NeuAc(2),2368.84091476
G96147YT,HexNAc(4)Hex(3) % 1316.48652562,G35029YA,HexNAc(4)Hex(3),1316.48652562
G96152MT,HexNAc(2)Hex(4)dHex(1)NeuAc(1) % 1509.53392942,G39916IH,HexNAc(2)Hex(4)dHex(1)NeuAc(1),1509.53392942
G96153DN,HexNAc(2)Hex(11) % 2206.75036841,G58087IP,HexNAc(2)Hex(11),2206.75036841
G96154EW,HexNAc(7)Hex(6)dHex(1) % 2557.94102281,G89009DQ,HexNAc(7)Hex(6)dHex(1),2557.94102281
G96170OK,HexNAc(7)Hex(6)dHex(1)NeuAc(3) % 3431.22727271,G26006IS,HexNAc(7)Hex(6)dHex(1)NeuAc(3),3431.22727271
G96171ES,HexNAc(4)Hex(5)NeuAc(2) % 2222.78300589,G00912UN,HexNAc(4)Hex(5)NeuAc(2),2222.78300589
G96174JO,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
G96174ZQ,HexNAc(3)Hex(5)dHex(2) % 1729.62861776,G27622TD,HexNAc(3)Hex(5)dHex(2),1729.62861776
G96175GI,HexNAc(3)Hex(5) % 1437.51280002,G39446WN,HexNAc(3)Hex(5),1437.51280002
G96175KT,HexNAc(4)Hex(5)NeuAc(1)Sulpho(1) % 2011.64440385,G61261ID,HexNAc(4)Hex(5)NeuAc(1)Sulpho(1),2011.64440385
G96176PI,HexNAc(5)Hex(6)NeuAc(3) % 2879.01061863,G06247RL,HexNAc(5)Hex(6)NeuAc(3),2879.01061863
G96179XD,HexNAc(1)Hex(1)dHex(2) % 675.258578545,G82458HY,HexNAc(1)Hex(1)dHex(2),675.258578545
G96183LW,HexNAc(3)Hex(3) % 1113.40715301,G57317CE,HexNAc(3)Hex(3),1113.40715301
G96190EY,HexNAc(3)Hex(2) % 951.354329515,G73004SD,HexNAc(3)Hex(2),951.354329515
G96192TD,HexNAc(3)Hex(5)NeuGc(1) % 1744.60313128,G47913JC,HexNAc(3)Hex(5)NeuGc(1),1744.60313128
G96199CT,HexNAc(2)Hex(1)dHex(1) % 732.28004228,G94583DZ,HexNAc(2)Hex(1)dHex(1),732.28004228
G96200ZP,HexNAc(2)Hex(7) % 1558.53907441,G31852PQ,HexNAc(2)Hex(7),1558.53907441
G96201TL,Hex(1)Pent(1) % 312.105647,G25325JY,Hex(1)Pent(1),312.105647
G96202SN,HexNAc(4)Hex(6)dHex(3) % 2240.81872273,G58802FE,HexNAc(4)Hex(6)dHex(3),2240.81872273
G96214EI,HexNAc(3)Hex(5)NeuAc(1) % 1728.60821665,G37399XV,HexNAc(3)Hex(5)NeuAc(1),1728.60821665
G96215NZ,Hex(5)Phospho(1) % 908.241013125,G88372OE,Hex(5)Phospho(1),908.241013125
G96219NW,HexNAc(6)Hex(7)dHex(1) % 2516.9144737,G49739MP,HexNAc(6)Hex(7)dHex(1),2516.9144737
G96223WK,HexNAc(5)Hex(6)dHex(2) % 2297.84018646,G66933CM,HexNAc(5)Hex(6)dHex(2),2297.84018646
G96225KT,HexNAc(2)Hex(5) % 1234.43342741,G02815KT,HexNAc(2)Hex(5),1234.43342741
G96227FY,Hex(1)Pent(1) % 312.105647,G25325JY,Hex(1)Pent(1),312.105647
G96231EC,HexNAc(1)Hex(1)NeuAc(1) % 674.23817744,G17015OC,HexNAc(1)Hex(1)NeuAc(1),674.23817744
G96232NW,HexNAc(4)Hex(6)dHex(1)NeuAc(2) % 2530.89373826,G18307ZZ,HexNAc(4)Hex(6)dHex(1)NeuAc(2),2530.89373826
G96233QD,HexNAc(1)Hex(2)NeuAc(1) % 836.29100094,G38025DM,HexNAc(1)Hex(2)NeuAc(1),836.29100094
G96235XM,HexNAc(5)Hex(6)dHex(1)NeuAc(3) % 3025.0685275,G94917XT,HexNAc(5)Hex(6)dHex(1)NeuAc(3),3025.0685275
G96235ZC,HexNAc(5)Hex(4)dHex(1)NeuAc(1)NeuGc(1) % 2425.8623785,G96235ZC,HexNAc(5)Hex(4)dHex(1)NeuAc(1)NeuGc(1),2425.8623785
G96238FJ,HexNAc(3)Hex(3) % 1113.40715301,G57317CE,HexNAc(3)Hex(3),1113.40715301
G96242HI,HexNAc(2)Hex(4)dHex(1)NeuAc(1) % 1509.53392942,G39916IH,HexNAc(2)Hex(4)dHex(1)NeuAc(1),1509.53392942
G96244TR,HexNAc(1)Hex(2) % 545.195584305,G05394UY,HexNAc(1)Hex(2),545.195584305
G96245JW,HexNAc(2)dHex(1) % 570.22721878,G06042JP,HexNAc(2)dHex(1),570.22721878
G96255US,HexNAc(2)Hex(3)dHex(1) % 1056.38568928,G20956ZV,HexNAc(2)Hex(3)dHex(1),1056.38568928
G96255ZG,HexNAc(9)Hex(6)dHex(2) % 3110.15767689,G96255ZG,HexNAc(9)Hex(6)dHex(2),3110.15767689
G96257OJ,HexNAc(2)Hex(4)dHex(1) % 1218.43851278,G82364UA,HexNAc(2)Hex(4)dHex(1),1218.43851278
G96260GC,HexNAc(3)Hex(5)dHex(1)NeuAc(1) % 1874.66612552,G67324HN,HexNAc(3)Hex(5)dHex(1)NeuAc(1),1874.66612552
G96267ZD,HexNAc(1)Hex(2)NeuAc(1) % 836.29100094,G38025DM,HexNAc(1)Hex(2)NeuAc(1),836.29100094
G96270OA,HexNAc(3)Hex(5)dHex(2) % 1729.62861776,G27622TD,HexNAc(3)Hex(5)dHex(2),1729.62861776
G96271MJ,HexNAc(6)Hex(8)dHex(2) % 2825.02520607,G67475FI,HexNAc(6)Hex(8)dHex(2),2825.02520607
G96279VO,HexNAc(6)Hex(9)dHex(1) % 2841.0201207,G95460VT,HexNAc(6)Hex(9)dHex(1),2841.0201207
G96281OZ,HexNAc(5)Hex(3) % 1519.56589822,G49955PK,HexNAc(5)Hex(3),1519.56589822
G96283OE,HexNAc(3)Hex(5) % 1437.51280002,G39446WN,HexNAc(3)Hex(5),1437.51280002
G96284AG,HexNAc(6)Hex(3)Sulpho(2) % 1882.55890001,G42817NX,HexNAc(6)Hex(3)Sulpho(2),1882.55890001
G96293XW,HexNAc(5)Hex(5)dHex(2) % 2135.78736296,G29651HS,HexNAc(5)Hex(5)dHex(2),2135.78736296
G96296PU,Hex(2)Phospho(1) % 422.082542625,G38621WW,Hex(2)Phospho(1),422.082542625
G96298FW,HexNAc(1)Hex(1)NeuAc(1) % 674.23817744,G17015OC,HexNAc(1)Hex(1)NeuAc(1),674.23817744
G96309VY,HexNAc(5)Hex(3)dHex(1) % 1665.6238071,G88725PI,HexNAc(5)Hex(3)dHex(1),1665.6238071
G96311EK,HexNAc(4)Hex(5)dHex(2)NeuAc(2) % 2514.89882363,G84291SQ,HexNAc(4)Hex(5)dHex(2)NeuAc(2),2514.89882363
G96317BT,HexNAc(5)Hex(4)dHex(1) % 1827.6766306,G68318VE,HexNAc(5)Hex(4)dHex(1),1827.6766306
G96320HM,HexNAc(5)Hex(6)dHex(3) % 2443.89809534,G41126SR,HexNAc(5)Hex(6)dHex(3),2443.89809534
G96325JJ,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
G96326PH,HexNAc(6)Hex(7)NeuAc(1)NeuGc(4) % 3890.31330652,G96326PH,HexNAc(6)Hex(7)NeuAc(1)NeuGc(4),3890.31330652
G96328AY,HexNAc(3)Hex(2)dHex(1) % 1097.41223839,G02809YH,HexNAc(3)Hex(2)dHex(1),1097.41223839
G96332QQ,HexNAc(2)Hex(5)dHex(1) % 1380.49133628,G16407EV,HexNAc(2)Hex(5)dHex(1),1380.49133628
G96334RG,HexNAc(1)Hex(6) % 1193.4068783,G05645NK,HexNAc(1)Hex(6),1193.4068783
G96334ZO,HexNAc(4)Hex(2) % 1154.43370212,G29063QY,HexNAc(4)Hex(2),1154.43370212
G96335QY,HexNAc(5)Hex(5)dHex(1)NeuAc(1) % 2280.82487073,G12580WI,HexNAc(5)Hex(5)dHex(1)NeuAc(1),2280.82487073
G96336FY,HexNAc(3)Hex(2)NeuAc(2) % 1533.54516279,G99196VL,HexNAc(3)Hex(2)NeuAc(2),1533.54516279
G96338EK,HexNAc(4)Hex(6)NeuAc(1) % 2093.74041275,G27126ED,HexNAc(4)Hex(6)NeuAc(1),2093.74041275
G96342WK,HexNAc(4)Hex(5)dHex(2) % 1932.70799036,G60923RB,HexNAc(4)Hex(5)dHex(2),1932.70799036
G96345QF,HexNAc(2)Hex(4) % 1072.38060391,G92050GC,HexNAc(2)Hex(4),1072.38060391
G96349IQ,HexNAc(2)Hex(2)NeuGc(1) % 1055.36528817,G06048QL,HexNAc(2)Hex(2)NeuGc(1),1055.36528817
G96349RY,HexNAc(3)Hex(2)dHex(3) % 1389.52805612,G16915GU,HexNAc(3)Hex(2)dHex(3),1389.52805612
G96350OV,HexNAc(6)Hex(7)NeuAc(2) % 2953.0473981,G37818NZ,HexNAc(6)Hex(7)NeuAc(2),2953.0473981
G96350TS,Hex(2)Sulpho(1) % 422.07302629,G59365RI,Hex(2)Sulpho(1),422.07302629
G96350WP,HexNAc(1)Hex(3)dHex(1) % 853.306316675,G54630CD,HexNAc(1)Hex(3)dHex(1),853.306316675
G96350XN,HexNAc(6)Hex(10)dHex(3)NeuAc(1) % 3586.28417858,G85122JS,HexNAc(6)Hex(10)dHex(3)NeuAc(1),3586.28417858
G96352BG,HexNAc(7)Hex(5)dHex(2)NeuAc(1) % 2833.04152481,G11105NL,HexNAc(7)Hex(5)dHex(2)NeuAc(1),2833.04152481
G96354PX,HexNAc(2)Hex(4)NeuAc(1) % 1363.47602054,G97205DE,HexNAc(2)Hex(4)NeuAc(1),1363.47602054
G96355UN,HexNAc(2)Hex(4)dHex(1) % 1218.43851278,G82364UA,HexNAc(2)Hex(4)dHex(1),1218.43851278
G96359OF,Hex(3)NeuAc(2) % 1086.35986847,G01769OH,Hex(3)NeuAc(2),1086.35986847
G96364RV,HexNAc(3)Hex(4)dHex(1) % 1421.51788538,G10339FR,HexNAc(3)Hex(4)dHex(1),1421.51788538
G96366HR,HexNAc(6)Hex(5)dHex(1)NeuAc(1) % 2483.90424334,G43638QT,HexNAc(6)Hex(5)dHex(1)NeuAc(1),2483.90424334
G96368MM,HexNAc(4)Hex(3)NeuAc(1)NeuGc(1) % 1914.67227352,G96368MM,HexNAc(4)Hex(3)NeuAc(1)NeuGc(1),1914.67227352
G96370EB,HexNAc(3)Hex(3)dHex(1)Pent(1) % 1391.50732068,G84164DF,HexNAc(3)Hex(3)dHex(1)Pent(1),1391.50732068
G96370IE,HexNAc(6)Hex(3) % 1722.64527083,G83633GK,HexNAc(6)Hex(3),1722.64527083
G96370VA,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G96371MU,HexNAc(2)Hex(4)dHex(1) % 1218.43851278,G82364UA,HexNAc(2)Hex(4)dHex(1),1218.43851278
G96372DS,HexNAc(1)Hex(1)dHex(1) % 529.200669675,G54129SE,HexNAc(1)Hex(1)dHex(1),529.200669675
G96373XG,HexNAc(4)Hex(5)NeuGc(1) % 1947.68250388,G25469RD,HexNAc(4)Hex(5)NeuGc(1),1947.68250388
G96374DL,HexNAc(1)Hex(1) % 383.142760805,G43417UB,HexNAc(1)Hex(1),383.142760805
G96378AE,NeuAc(1) % 309.105981335,G76685HR,NeuAc(1),309.105981335
G96381BJ,HexNAc(2)Hex(7) % 1558.53907441,G31852PQ,HexNAc(2)Hex(7),1558.53907441
G96381YG,HexNAc(8)Hex(8)dHex(2) % 3231.18395128,G15881BW,HexNAc(8)Hex(8)dHex(2),3231.18395128
G96384IY,HexNAc(4)Hex(7)dHex(1)NeuAc(3) % 2984.0419784,G13492FY,HexNAc(4)Hex(7)dHex(1)NeuAc(3),2984.0419784
G96385XQ,HexNAc(9)Hex(3)dHex(1) % 2477.94129751,G05926FW,HexNAc(9)Hex(3)dHex(1),2477.94129751
G96387BM,HexNAc(7)Hex(7)NeuAc(5) % 4029.41302061,G96387BM,HexNAc(7)Hex(7)NeuAc(5),4029.41302061
G96390UP,HexNAc(4)Hex(5) % 1640.59217262,G10486CT,HexNAc(4)Hex(5),1640.59217262
G96391AF,HexNAc(7)Hex(7)dHex(1)NeuAc(1) % 3011.08926294,G18760WR,HexNAc(7)Hex(7)dHex(1)NeuAc(1),3011.08926294
G96395ZL,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G96396MI,HexNAc(4)Hex(4) % 1478.53934912,G72787SB,HexNAc(4)Hex(4),1478.53934912
